job_id,posting_fingerprint,duplicate_group_size,is_senior,salary_segment,search_keyword,country,job_level,degree_required,experience_tier,num_skills,experience_required_clean,is_remote,experience_missing,skills_extracted,skill_python,skill_sql,skill_spark,skill_aws
5699972391,a8ab49ead634dd0a45db8d8cbfd178d3e675d53e,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,1,6.0,False,False,True,True,False,False,False
5694091518,b399b26601679d95f741b12f8cc5cc4511260276,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5710344489,804171b56ba29ddeae9b664497c745661a9fcd13,1,False,Standard,data scientist,India,Mid,Not specified,3-5 years,1,5.0,False,False,True,False,False,False,False
5709942695,68f10a9bed4fd8ac317d580797e7311e2198bd3f,1,False,Standard,data scientist,India,Mid,Master,6-10 years,1,8.0,False,False,True,False,False,False,False
5704493026,a594228406ea6088c32279faf104b6db58e8d6f3,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5709941910,b2a03ea30bccaba494f8a66eb502046ee908d3bb,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,0,8.0,False,False,False,False,False,False,False
5709939904,afa86fa88d5c6278d98ea19034ef4f825ed40ef1,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,1,7.0,False,False,True,False,False,False,False
5709944568,19f3a1fb75b96e201797647b22022106d00edff4,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5708301333,6faf944374ad79d197dae7b1d5da44b3811ba4f1,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5699972559,6453c2fd128ce69a9ea0e63cffd60541b710d20f,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5699705858,6e5a339153ec0fa95f5bbd6ba0d39dfa70f76342,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5683836293,226090254758e2708bb1c962c202087f3c74520c,1,False,Standard,data scientist,India,Mid,Not specified,11+ years,1,12.0,False,False,True,False,False,False,False
5711045554,b496070e15adc6359ba68c6b8d93bfc2afa33233,1,False,Standard,data scientist,India,Mid,Not specified,3-5 years,5,5.0,True,False,True,True,True,False,False
5690363230,078ced365726782c0936289456a08291c920f30d,1,False,Standard,data scientist,India,Mid,Not specified,3-5 years,1,5.0,False,False,True,False,False,False,False
5710346057,1487e86c536b642068f4b6be765ee4e4793d30d6,1,False,Standard,data scientist,India,Mid,Not specified,Missing,2,,False,True,True,False,False,False,False
5711043780,0474f2bca80c21d305ec1ddebc23a4466d33273a,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,3,7.0,False,False,True,True,True,False,True
5707162315,b9e41a3d275b59306a2d315fa59e5ca3e6a19b85,1,False,Standard,data scientist,India,Mid,Not specified,3-5 years,2,5.0,False,False,True,True,False,False,False
5687247314,1e6f7f76559b4f13fc8ef890562426d5d2336cfe,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5707159325,2641c4f6afd2c2283dbc73a1acfe7cf927b814d4,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5678811756,b81218b5a54ec8c91687e840e95b1301d8c2f3c5,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5699982221,cef047280ea45305da9147e0e8b82dad3b756048,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5711046093,66c7c2c047add7599ba1309da8ad02afadf91211,2,False,Standard,data scientist,India,Mid,Not specified,3-5 years,4,5.0,False,False,True,True,True,False,False
5707160340,05e74addde27f7db640c4ed7cdc7254bd7e159fc,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5701275788,b33e6b98ed3829069438f73cb6e0e7ab8f926de6,1,False,Standard,data scientist,India,Mid,Not specified,11+ years,1,12.0,False,False,True,True,False,False,False
5705681798,32efb53912ad26c1880208a12546f0f4d5da04bc,1,False,Standard,data scientist,India,Mid,Not specified,3-5 years,1,5.0,False,False,True,False,False,False,False
5643596426,4b5372e168374970f35caa2a2d019d8a86300796,1,False,Standard,data scientist,India,Mid,Not specified,Missing,2,,False,True,True,False,False,True,True
5693749965,ba89f50e2637d4897dfb86ec6c4c940f7501fafc,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,True,True,False,False,False,False,False
5704483190,216bcd0e6dc10769b4d00d182143034c10c5c6be,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5711044274,5e7856c169b448a13cedb5d0f33152469565044e,1,False,Standard,data scientist,India,Mid,Not specified,11+ years,0,14.0,False,False,False,False,False,False,False
5699705517,cebeb8736cd564ce844047b7a647d40d31bfee1c,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,True,False,False,False
5711045023,66c7c2c047add7599ba1309da8ad02afadf91211,2,False,Standard,data scientist,India,Mid,Not specified,3-5 years,4,5.0,False,False,True,True,True,False,False
5685310930,e33e1aac5b849be5a9219bf06c3ef76f299ab386,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5694090856,388a3be6aeb6b6aacc8a8cab766bba34e328f57a,1,False,Standard,data scientist,India,Mid,Not specified,3-5 years,0,5.0,False,False,False,False,False,False,False
5694090699,4a34a595ba4d741cfb514e65d80a01dc92f5271e,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5659386866,0f4e429d1e6eaf213e9ade3d43f1a5e66006323e,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5690365227,37d3130128df5c2f83bb570bf91c66ec8388b595,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5697210103,48194b61d061d5e629b1117810fc070857380236,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5697518230,0d7c7de16839976d6ffb573a40debecacde04a0f,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,1,10.0,False,False,True,False,False,False,False
5702487038,0e7a97631bcb5e9bb1477f50bc4b2ec2364bd8be,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5681943334,e7f1e92bdc2440a6823a1b039d14a25e94dcdc2d,1,False,Standard,data scientist,India,Mid,Not specified,3-5 years,0,4.0,False,False,False,False,False,False,False
5693751398,f2ea34fe445869f883d76fd9aa3caabe7d2a7b60,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,True,True,False,False,False,False,False
5702489614,c201afac4d89ff4e5098db39c59a34f080765ed3,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5702489254,870b8b4fb11b4d920cb353d5f7ebcb66f7af9e57,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,0,7.0,False,False,False,False,False,False,False
5703566173,0141fb5aa71dc28149d38223c5a8c1b4829e6ecb,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5707159057,658a8e1f561940976cdccd25da464be5c0fbe876,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,0,8.0,False,False,False,False,False,False,False
5682621816,495365e544501c530b049e08c95b650d408804b9,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,3,6.0,False,False,True,True,True,False,False
5694092227,a94af0a54416a0233d778e231868dd7e5511b63d,1,False,Standard,data scientist,India,Mid,Not specified,Missing,4,,False,True,True,True,True,True,True
5709943793,628b61869d64ce53a4d5e133ff69ce625f2248cf,1,False,Standard,data scientist,India,Mid,Not specified,3-5 years,2,4.0,False,False,True,True,False,False,False
5701275850,b646f021e64c93a2599f4920387ce7f396d86c13,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,2,7.0,False,False,True,True,False,False,True
5711043663,8ffd917d79d37ca7f0288cd82250446c0b9a7579,1,False,Standard,data scientist,India,Mid,Not specified,Missing,2,,True,True,True,True,False,False,False
5709943370,6fa52abc744de039ddc49e2991fef53500f961e0,1,True,Premium,data scientist,India,Lead,Not specified,Missing,0,,False,True,False,False,False,False,False
5708450466,30797098418cc65f0c8d50fa68d8a9c5a639fbba,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5688081013,529523a7048d01a155db1fb424cf7ed4ed5866c9,1,False,Standard,data scientist,India,Mid,Not specified,11+ years,0,15.0,False,False,False,False,False,False,False
5708449219,da3457dd5088ae043281afdba67452350eb0b242,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5707161870,f31318f776e28c70b4090f8e591fac0e787afe4f,1,True,Premium,data scientist,India,Lead,Not specified,Missing,1,,False,True,True,False,False,False,False
5705680679,be1ae83add3ca6c7c3fc31d578711240c6551a04,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5707161584,b80fbc0eb8901157156623a6a584f4d8b4258869,1,True,Premium,data scientist,India,Lead,Not specified,6-10 years,0,7.0,False,False,False,False,False,False,False
5681940258,2b51e5783ffc0f8d0b6a2440599a84053b5d0877,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5709942114,0a352c8230bf857170d7d320202bd45b4681b08f,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,0,10.0,False,False,False,False,False,False,False
5681941263,e94839155152b8f485971cb5a377e2cd8c645621,1,True,Premium,data scientist,India,Lead,Not specified,Missing,1,,False,True,True,False,False,False,False
5709941978,25753bd63e5a3b38ab67832892290ff7d461e8da,1,True,Premium,data scientist,India,Senior,Not specified,6-10 years,1,6.0,False,False,True,False,False,False,False
5703564100,ff7e26e19f6002adb0f6196612d3a6ffb931a1fd,1,True,Premium,data scientist,India,Lead,Not specified,Missing,0,,False,True,False,False,False,False,False
5707161609,9f0c2b440949376e9603e92a373ab5c848412642,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5697208457,9ef02c4d2a7acd41939932be8dd2efd0c16753e8,1,True,Premium,data scientist,India,Senior,Not specified,6-10 years,0,6.0,False,False,False,False,False,False,False
5688079467,5a6f2c363543f68220412745868aaabb4b25b506,1,True,Premium,data scientist,India,Senior,Not specified,6-10 years,0,10.0,True,False,False,False,False,False,False
5701281190,a278d92f3bb50d34361194694b69a0d1c878fcae,1,True,Premium,data scientist,India,Lead,Not specified,Missing,0,,False,True,False,False,False,False,False
5699974873,6a4b703ca733f19d58184d2ab61afca94455a23e,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5709942779,d312e384798604a6086bfbc7dafdfe78e3fee4d8,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5707161682,280ea7e71b9ce801cd0f9fe103f5095d1d7cbf49,1,True,Premium,data scientist,India,Senior,Not specified,3-5 years,0,3.0,False,False,False,False,False,False,False
5632723021,e16f9ab5da8b6cdca38432ddbf9a560408b1fbf3,1,True,Premium,data scientist,India,Senior,Not specified,Missing,1,,False,True,True,False,False,False,False
5634430231,17e600d722bd58d2078742d8e4fba059f12f60d8,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5701280832,46da4b9bbf645d6aeb1d5965576c5ae304c64956,1,False,Standard,data scientist,India,Mid,Not specified,3-5 years,2,4.0,False,False,True,True,True,False,False
5697206974,d7093591cee107c3edccdb7ded47d48b41bf3ac4,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5702487110,fbfdacb6dde2e3d89579bb6dc5742575f3dbb190,1,True,Premium,data scientist,India,Senior,Not specified,Missing,1,,False,True,True,False,False,False,False
5711045907,84d26050f7fed10a1fb3ee8bf98fdc8ae51c03ca,1,True,Premium,data scientist,India,Senior,Not specified,6-10 years,2,10.0,False,False,True,True,True,False,False
5699704455,bcee0c1fcd1151ec865055c781c522d2188cd445,1,True,Premium,data scientist,India,Senior,Not specified,Missing,1,,False,True,True,False,False,False,False
5701278852,742d9afb9dcfd839fc80a0b0dcc837ba5bf39cde,1,True,Premium,data scientist,India,Senior,Not specified,6-10 years,0,6.0,False,False,False,False,False,False,False
5711045328,cf4d19bfe56abbb3e60bee0aea2d80ac27a3e6da,1,True,Premium,data scientist,India,Senior,Not specified,11+ years,3,12.0,False,False,True,True,True,False,False
5693749113,687405a1e10599327d8e562a3018058d2ce00ce5,1,True,Premium,data scientist,India,Lead,Bachelor,Missing,0,,False,True,False,False,False,False,False
5687248683,7c6f96c844fea8526e5c52fec3b0de4d9754cc48,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5704492336,e56ce18a1a9afcdb6fd6cbf28bbbd6ad42216960,1,True,Premium,data scientist,India,Senior,Not specified,6-10 years,1,10.0,False,False,True,False,False,False,False
5646870958,289318d2488603b245cd50ddd1322b3e26ecc274,1,True,Premium,data scientist,India,Senior,Not specified,Missing,1,,False,True,True,True,False,False,False
5697518482,4fcd6c196102b2dc2f93e5c29e21fdebaafaab25,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,1,9.0,False,False,True,False,False,False,False
5680963874,6ff5c853d98d7f604497c46e499121f3fc3ffc59,1,False,Standard,data scientist,India,Mid,Not specified,11+ years,0,30.0,False,False,False,False,False,False,False
5703565068,286a2825085131f940070e2fa7604e8a5b244376,1,True,Premium,data scientist,India,Lead,Not specified,11+ years,1,13.0,False,False,True,False,False,False,False
5711045079,3f56bd6f2445736aeacf9128f0c940442eda0cb7,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5705215802,e13ad58b8467c627de2936863df40c852a893224,1,False,Standard,data scientist,India,Junior,Not specified,3-5 years,4,5.0,False,False,True,True,True,True,False
5701283246,b8541945b810382c49cdd42162fe650f91a8e194,1,True,Premium,data scientist,India,Lead,Not specified,Missing,0,,False,True,False,False,False,False,False
5687248505,037d2a3994c73605f488026a8d2a55c1b80a4566,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,0,10.0,False,False,False,False,False,False,False
5694090970,44dba081efd85f22ee20738054e874b6f2503c58,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5526832416,d351495e4b27eb78a93e60b7284a77babaf491ac,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5709938930,c79a8902281e38f76d60b4d9c63f666fafe189cd,1,True,Premium,data scientist,India,Senior,PhD,6-10 years,1,10.0,False,False,True,False,False,False,False
5693751240,d690dada0bf3e17fda568d7fdea2b2a1b8555164,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5573047572,a45f9caa5f93db28564e660a0de479e3d9e78cb8,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5702487423,ab32cff9204268078e2ee36ceab0504ef582ee42,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5711045943,49a959a35f3dc3f514854ce865cf9903a4d4c188,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5699704217,43d62b623e9abe784a94368810e0f94bca261703,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5697518932,f3fa595cd8f1738ac139cb9c8d4bb55a667158df,1,True,Premium,data scientist,India,Senior,Not specified,11+ years,1,15.0,False,False,True,False,False,False,False
5709944547,6c48190199b72b9c142ac243e4f314e43ab93779,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5685302097,cc2e2e24448153cfd73fe5143b142bce5de90a12,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5703562268,30edaf7b231fee46c21691d9b0f79a30907c64f9,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5702487857,ad64ce4161e235163dd7c5c9ea4dfb364ecb3ff7,1,True,Premium,data scientist,India,Lead,Not specified,6-10 years,0,8.0,False,False,False,False,False,False,False
5653910442,d3a0a9814a45a9212dcc892a79e654e48a5007b2,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5699972675,c45b3941aa21c6a02e5257bc7eb6be9e6e4cb798,1,True,Premium,data scientist,India,Senior,Not specified,Missing,1,,False,True,True,False,False,False,False
5657083900,4246e923521954ed021d9234e2bd74d211489f83,1,True,Premium,data scientist,India,Lead,Master,3-5 years,0,3.0,False,False,False,False,False,False,False
5711045868,78536ec3c7a21b5e212ac3cf23a343aed761afea,1,True,Premium,data scientist,India,Lead,Not specified,Missing,0,,False,True,False,False,False,False,False
5694092486,0a251403b5f86343e00d152c94dad270d1db3a3d,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5685304010,881ac2dd0894fb117da14901ee1b9dd7aaee24f2,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5693485099,399bb6e3a0737cc2ec2f6cb2bfbebffb0e1a6309,1,True,Premium,data scientist,India,Senior,Not specified,6-10 years,0,10.0,False,False,False,False,False,False,False
5697518267,11555bd92a1f3d5099badb795d7b1b2f16ad19c6,1,True,Premium,data scientist,India,Lead,Not specified,Missing,0,,False,True,False,False,False,False,False
5689758312,0fc1a8a19f207d2487a2d3c1d2f3c6148f4b4923,1,True,Premium,data scientist,India,Senior,PhD,3-5 years,1,3.0,False,False,True,False,False,False,False
5703568942,4da9acbe9bdfff3a85c0fed1445df7ca9f9606b7,1,True,Premium,data scientist,India,Senior,Not specified,Missing,1,,False,True,True,False,False,False,False
5711045494,40e9963ac37a2c5e244199e006456a876b0a51b6,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5707162075,19a6afede3450797838596e5ca029c0ce49136aa,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5689758612,ed2346f72a2fd824c871d600fa0f9b3f737f63fa,1,True,Premium,data scientist,India,Lead,Not specified,Missing,0,,False,True,False,False,False,False,False
5688078632,1198cab2e4c41708e0c37c925dfd3ea6b07f752d,1,True,Premium,data scientist,India,Senior,Not specified,Missing,1,,False,True,True,False,False,False,False
5694092822,309558161dbe3064fa63f749343490b779f9c61a,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5710346690,20168481a3c97d042c104c7f0f68d05cef8d556e,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5697209330,67bc11bad8bbc3954fa0ac244f37b098d30b8276,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5681943153,f274d1df1bd33a84bfb8180e8b996fab620b923a,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,True,False,False,False
5694092749,e9d637674ca24631dc4d372db7cf1756cf4dc27e,1,True,Premium,data scientist,India,Lead,Not specified,Missing,0,,False,True,False,False,False,False,False
5689758276,ecabe543b9438775a754f78f13a719e932c842dd,1,True,Premium,data scientist,India,Lead,Not specified,Missing,0,,False,True,False,False,False,False,False
5709941828,a18040834d5df7fbe275149e81664532f2f83944,1,True,Premium,data scientist,India,Senior,Not specified,6-10 years,1,7.0,True,False,True,True,False,False,False
5657086849,1fcd5662c73a19b4a02396e2529a21a3523fa405,1,True,Premium,data scientist,India,Lead,Not specified,Missing,0,,False,True,False,False,False,False,False
5701283197,bd872390037b9efb7d0f581361c28072de660514,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5685321026,d6c3a1b1614df9bb40f27df85f21215b45006698,1,True,Premium,data scientist,India,Lead,Not specified,Missing,0,,False,True,False,False,False,False,False
5697209109,97cf23389848ccc83f67f1c4659dc8efb95ee4cc,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5709943147,444a3ae6eec11431f2312f0bd25537477de992e7,1,True,Premium,data scientist,India,Senior,Not specified,Missing,2,,False,True,True,False,False,False,False
5711043834,b9823bdb7b29ef232a4d99604401ca970f272620,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5711044773,9ad8549163668efcfce2359a31712876e4deab1c,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5711045849,f2b88c5757d213b1e4376d1c2d70f8e4d095e1ed,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5711043938,de5d68cc9c40ef92f0f947c9b01119866002c20f,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5711043939,89f0da3e493f95b5c5101963b4806ca381b758bf,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5711044245,aa58c3d3d4c213cb9a7df7b1c7b42cdbd22d2d65,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5711045041,5219b33a331f5d6a425d049c2b98754e66231d61,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5677688105,45699190169a9503f57530a07d1bd450c72aa718,1,True,Premium,data scientist,India,Senior,Not specified,3-5 years,0,3.0,False,False,False,False,False,False,False
5697518874,32228a754d1a7f47d890fa2d2d8eb1fbf660496d,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5687247483,2fb04c81467c2c451714fcb740519fbae4d064a8,1,False,Standard,data scientist,India,Mid,Not specified,3-5 years,1,5.0,False,False,True,False,False,False,False
5661638775,987340de1021dfb9d5b23aaba6f3cc8d9203a850,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5707160657,0b3954b26b2f9fe68e692e90953faf2531fab4c4,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5694466278,55bcd02f13ff5af99ef09953ce637a3e5be3bf00,1,False,Standard,data scientist,India,Mid,Not specified,Missing,1,,False,True,True,False,False,False,False
5704655789,bd5feff7ee5c4bd39533ab2c524eaa0d8ec645ea,1,True,Premium,data scientist,India,Senior,Not specified,Missing,1,,False,True,True,False,False,False,False
5653910563,c0a2e33bbb1963c9a3a416877b1d73e171e17906,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5685913019,902d7cf7d1513f59392a8952982639404247e333,1,False,Standard,data scientist,India,Mid,Not specified,Missing,0,,False,True,False,False,False,False,False
5699704949,873d61ef82c3afec7befcb669941dcf80c814ff5,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5703566686,5e30cd8e1c259e87fa35eabe202fba1db927c2b8,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,0,6.0,False,False,False,False,False,False,False
5703563950,03c4ebb686df4225a73bbaa8fc30234aea5b7d08,1,False,Standard,data scientist,India,Mid,Not specified,3-5 years,0,3.0,False,False,False,False,False,False,False
5659849766,d9826018b13e4e8d239074f13492e616250c657f,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5709938856,035ba53cd52d2a5c2873c1717b3545ff4c4e82bd,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5707160575,22872dc784e09704ba977ea202b70013229c02ee,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,0,10.0,False,False,False,False,False,False,False
5694091760,2d2c0dc2dec81aacf97bbf6be03815e44db4cf04,1,False,Standard,data scientist,India,Mid,Not specified,6-10 years,0,10.0,False,False,False,False,False,False,False
5627769646,810ad834eb7f9673e4a795b530d2d0c2a97124fa,1,False,Standard,data scientist,India,Mid,Not specified,Missing,2,,False,True,True,True,True,False,False
5708302985,6ce87d4524ba205d9b8ecb05cb347853fdf59f86,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
5680962687,99d4c27eda4b0a55e5aad858d3328c54c8082e25,1,True,Premium,data scientist,India,Lead,Not specified,Missing,1,,False,True,True,False,False,False,False
5709938966,7c5f61c3fcf93a087de6313d3ba1e5595fea7a0c,1,True,Premium,data scientist,India,Lead,Not specified,Missing,0,,False,True,False,False,False,False,False
5697210417,f042152535cba36620c8b0b7e26fba7c394c66aa,1,True,Premium,data scientist,India,Lead,Not specified,Missing,1,,False,True,True,False,False,False,False
5699972381,03a0ba88a2567ae4d71af572e5954fddb9de398f,1,True,Premium,data scientist,India,Senior,Not specified,Missing,0,,False,True,False,False,False,False,False
